Date,Open,High,Low,Close,Adj Close,Volume
2021-10-13,29.170000,29.700001,29.080000,29.629999,29.629999,55605400
Date,Open,High,Low,Close,Adj Close,Volume
2021-10-14,29.860001,30.219999,29.500000,29.680000,29.680000,76172700
Date,Open,High,Low,Close,Adj Close,Volume
2021-10-15,29.799999,29.840000,29.510000,29.600000,29.600000,72479900
2021-10-15,29.799999,29.840000,29.510000,29.600000,29.600000,71603100
